Location,Treatment,Count,Start time,End time,Point no.
BHE,O,2,10:58,11:08,2
BHE,O,2,10:58,11:08,2
BHE,O,2,10:58,11:08,2
BHE,O,2,10:58,11:08,2
BHE,O,2,10:58,11:08,2
BHE,O,2,10:58,11:08,2
MLN,Y,2,08:17,08:27,2
MLN,Y,2,08:17,08:27,2
MLN,Y,2,08:17,08:27,2
MLN,Y,2,08:17,08:27,2
MLN,Y,2,08:17,08:27,2
MLN,Y,2,08:17,08:27,2
MLN,Y,2,08:17,08:27,2
MLN,Y,2,08:17,08:27,2
MLN,Y,2,08:17,08:27,2
MLN,Y,2,08:42,08:52,3
MLN,Y,2,08:42,08:52,3
MLN,Y,2,08:42,08:52,3
MLN,Y,2,08:42,08:52,3
MLN,Y,2,08:42,08:52,3
MLN,Y,2,08:42,08:52,3
